DateTime (UTC+00:00),SAMIpH,pHerror,TempC,Battery V,"Flags(Outlier,Pump,Sat,Blank)"
2024-06-23 18:00:01,8.0764,0.00353,28.8642,11.4968,0
2024-06-23 18:15:01,8.0836,0.00432,28.8572,11.5208,0
2024-06-23 18:30:01,8.1325,0.00121,28.8292,11.5193,0
2024-06-23 18:45:01,8.1253,0.00228,28.8292,11.5275,0
2024-06-23 19:00:01,8.1201,0.00168,28.8362,11.532,0
2024-06-23 19:15:01,8.1311,0.00404,28.8083,11.5343,0
2024-06-23 19:30:01,8.1005,0.00321,28.8083,11.5343,0
2024-06-23 19:45:01,8.0835,0.00307,28.8013,11.535,0
2024-06-23 20:00:01,8.1241,0.00165,28.7943,11.5343,0
2024-06-23 20:15:01,8.1382,0.00393,28.8152,11.5328,0
2024-06-23 20:30:01,8.1445,0.00634,28.8222,11.5313,0
2024-06-23 20:45:01,8.1372,0.00289,28.8222,11.5298,0
2024-06-23 21:00:01,8.1436,0.00518,28.8083,11.5275,0
2024-06-23 21:15:01,8.1419,0.00336,28.8152,11.5245,0
2024-06-23 21:30:01,8.108,0.00275,28.8222,11.5223,0
2024-06-23 21:45:01,8.131,0.00305,28.8292,11.52,0
2024-06-23 22:00:01,8.1358,0.00235,28.8362,11.517,0
2024-06-23 22:15:01,8.1107,0.00384,28.8432,11.5147,0
2024-06-23 22:30:01,8.1077,0.00476,28.8712,11.5117,0
2024-06-23 22:45:01,8.1218,0.00477,28.8991,11.5095,0
2024-06-23 23:00:01,8.112,0.00484,28.9762,11.5058,0
2024-06-23 23:15:01,8.1116,0.0023,28.9762,11.5043,0
2024-06-23 23:30:01,8.1082,0.00302,28.9762,11.5013,0
2024-06-23 23:45:01,8.0779,0.00341,28.9972,11.4983,0
2024-06-24 00:00:01,8.098,0.00659,28.9972,11.496,0
2024-06-24 00:15:01,8.0824,0.00136,28.9972,11.493,0
2024-06-24 00:30:01,8.0722,0.00232,28.9972,11.49,0
2024-06-24 00:45:01,8.0872,0.00291,28.9691,11.4878,0
2024-06-24 01:00:01,8.0691,0.00193,28.9481,11.4848,0
2024-06-24 01:15:01,8.0827,0.00367,28.9341,11.4818,0
2024-06-24 01:30:01,8.0507,0.0035,28.9271,11.4788,0
2024-06-24 01:45:01,8.0686,0.00126,28.8991,11.4758,0
2024-06-24 02:00:01,8.0542,0.00353,28.8782,11.4735,0
2024-06-24 02:15:01,8.0649,0.00241,28.8782,11.4697,0
2024-06-24 02:30:01,8.0641,0.0031,28.8642,11.4675,0
2024-06-24 02:45:01,8.0733,0.00279,28.8572,11.4645,0
2024-06-24 03:00:01,8.0981,0.00325,28.8502,11.4622,0
2024-06-24 03:15:01,8.0711,0.00329,28.8013,11.4593,0
2024-06-24 03:30:01,8.0873,0.0054,28.8013,11.4563,0
2024-06-24 03:45:01,8.0967,0.00619,28.8013,11.4533,0
2024-06-24 04:00:01,8.0846,0.0019,28.7943,11.451,0
2024-06-24 04:15:01,8.0937,0.0037,28.7873,11.448,0
2024-06-24 04:30:01,8.0805,0.00171,28.7803,11.445,0
2024-06-24 04:45:01,8.0778,0.00173,28.7734,11.4428,0
2024-06-24 05:00:01,8.0932,0.00194,28.7734,11.4398,0
2024-06-24 05:15:01,8.0773,0.0035,28.7664,11.4375,0
2024-06-24 05:30:01,8.0611,0.00308,28.7664,11.4345,0
2024-06-24 05:45:01,8.0806,0.00249,28.7594,11.4323,0
2024-06-24 06:00:01,8.0634,0.00373,28.7524,11.4293,0
2024-06-24 06:15:01,8.0757,0.00281,28.7524,11.427,0
2024-06-24 06:30:01,8.0809,0.00328,28.7454,11.424,0
2024-06-24 06:45:01,8.0713,0.00404,28.7454,11.4217,0
2024-06-24 07:00:01,8.0827,0.00307,28.7385,11.4187,0
2024-06-24 07:15:01,8.073,0.00219,28.7315,11.4157,0
2024-06-24 07:30:01,8.0625,0.0037,28.7315,11.4135,0
2024-06-24 07:45:01,8.0763,0.00311,28.7315,11.4113,0
2024-06-24 08:00:01,8.0867,0.00341,28.7385,11.409,0
2024-06-24 08:15:01,8.0805,0.00417,28.7385,11.4068,0
2024-06-24 08:30:01,8.0786,0.00378,28.7245,11.4038,0
2024-06-24 08:45:01,8.0833,0.00267,28.7175,11.4015,0
2024-06-24 09:00:01,8.0821,0.00274,28.7175,11.3993,0
2024-06-24 09:15:01,8.0657,0.00365,28.7175,11.3963,0
2024-06-24 09:30:01,8.0766,0.00512,28.7175,11.394,0
2024-06-24 09:45:01,8.0814,0.00315,28.7245,11.391,0
2024-06-24 10:00:01,8.0775,0.00129,28.7315,11.3888,0
2024-06-24 10:15:01,8.0871,0.00502,28.7385,11.3865,0
2024-06-24 10:30:01,8.0836,0.00268,28.7385,11.3843,0
2024-06-24 10:45:01,8.0694,0.00364,28.7385,11.382,0
2024-06-24 11:00:01,8.0781,0.00264,28.7385,11.3798,0
2024-06-24 11:15:01,8.081,0.00407,28.7385,11.3767,0
2024-06-24 11:30:01,8.0791,0.00206,28.7454,11.3745,0
2024-06-24 11:45:01,8.0852,0.00193,28.7524,11.3722,0
2024-06-24 12:00:01,8.0789,0.0024,28.7594,11.37,0
2024-06-24 12:15:01,8.0732,0.00428,28.7594,11.3677,0
2024-06-24 12:30:01,8.0875,0.0028,28.7664,11.3655,0
2024-06-24 12:45:01,8.0702,0.00425,28.7664,11.3633,0
2024-06-24 13:00:01,8.0733,0.00427,28.7734,11.361,0
2024-06-24 13:15:01,8.0877,0.00522,28.7734,11.3588,0
2024-06-24 13:30:01,8.0871,0.00215,28.7803,11.3565,0
2024-06-24 13:45:01,8.0825,0.00275,28.7873,11.3543,0
2024-06-24 14:00:01,8.0901,0.00138,28.7873,11.352,0
2024-06-24 14:15:01,8.0945,0.00425,28.8013,11.3498,0
2024-06-24 14:30:01,8.0989,0.00478,28.8083,11.3475,0
2024-06-24 14:45:01,8.0884,0.00483,28.8152,11.3453,0
2024-06-24 15:00:01,8.1125,0.00198,28.8222,11.343,0
2024-06-24 15:15:01,8.1113,0.00235,28.8362,11.3408,0
2024-06-24 15:30:01,8.121,0.00405,28.8362,11.3393,0
2024-06-24 15:45:01,8.1233,0.0029,28.8502,11.337,0
2024-06-24 16:00:01,8.0922,0.00355,28.8572,11.334,0
2024-06-24 16:15:01,8.1221,0.00342,28.8432,11.3318,0
2024-06-24 16:30:01,8.1295,0.00347,28.8502,11.3295,0
2024-06-24 16:45:01,8.1313,0.00535,28.8502,11.3272,0
2024-06-24 17:00:01,8.129,0.0068,28.8152,11.3257,0
2024-06-24 17:15:01,8.12,0.00399,28.8222,11.3227,0
2024-06-24 17:30:01,8.1358,0.00326,28.8502,11.3212,0
2024-06-24 17:45:01,8.1282,0.00322,28.8712,11.319,0
2024-06-24 18:00:01,8.1224,0.00747,28.8712,11.3168,0
2024-06-24 18:15:01,8.1301,0.00386,28.9061,11.3153,0
2024-06-24 18:30:01,8.1195,0.00518,28.9411,11.313,0
2024-06-24 18:45:01,8.1272,0.00452,28.9271,11.3108,0
2024-06-24 19:00:01,8.1336,0.00165,28.9271,11.3093,0
2024-06-24 19:15:01,8.1287,0.00306,28.9131,11.307,0
2024-06-24 19:30:01,8.1182,0.00403,28.8642,11.3048,0
2024-06-24 19:45:01,8.1228,0.00208,28.8502,11.3033,0
2024-06-24 20:00:01,8.1068,0.00307,28.8502,11.301,0
2024-06-24 20:15:01,8.1227,0.00561,28.8921,11.2988,0
2024-06-24 20:30:01,8.1175,0.00215,28.9131,11.2973,0
2024-06-24 20:45:01,8.1306,0.00584,28.9341,11.295,0
2024-06-24 21:00:01,8.1443,0.00403,28.9481,11.2935,0
2024-06-24 21:15:01,8.1434,0.00381,28.9691,11.2913,0
2024-06-24 21:30:01,8.1493,0.00372,28.9832,11.2898,0
2024-06-24 21:45:01,8.1475,0.0031,28.9972,11.2875,0
2024-06-24 22:00:01,8.1383,0.00835,29.0112,11.2853,0
2024-06-24 22:15:01,8.1491,0.00514,29.0182,11.2838,0
2024-06-24 22:30:01,8.1331,0.00391,29.0252,11.2822,0
2024-06-24 22:45:01,8.1312,0.00335,29.0182,11.28,0
2024-06-24 23:00:01,8.0977,0.00459,29.0182,11.2777,0
2024-06-24 23:15:01,8.1121,0.0013,29.0252,11.2762,0
2024-06-24 23:30:01,8.13,0.00234,29.0252,11.274,0
2024-06-24 23:45:01,8.1104,0.0039,29.0322,11.2725,0
2024-06-25 00:00:01,8.1153,0.00179,29.0743,11.2703,0
2024-06-25 00:15:01,8.1078,0.00624,29.0814,11.2688,0
2024-06-25 00:30:01,8.1244,0.00115,29.1094,11.2665,0
2024-06-25 00:45:01,8.0775,0.00243,29.1094,11.265,0
2024-06-25 01:00:01,8.0921,0.00379,29.1094,11.2635,0
2024-06-25 01:15:01,8.0741,0.00403,29.1094,11.262,0
2024-06-25 01:30:01,8.0616,0.00286,29.1165,11.2598,0
2024-06-25 01:45:01,8.0656,0.00314,29.1235,11.2575,0
2024-06-25 02:00:01,8.0729,0.00308,29.1305,11.256,0
2024-06-25 02:15:01,8.0566,0.00346,29.1235,11.2545,0
2024-06-25 02:30:01,8.0839,0.00204,29.1024,11.253,0
2024-06-25 02:45:01,8.0813,0.00217,29.0673,11.2508,0
2024-06-25 03:00:01,8.0576,0.00293,29.0322,11.2493,0
2024-06-25 03:15:01,8.0873,0.00691,29.0182,11.247,0
2024-06-25 03:30:01,8.074,0.0028,28.9972,11.2448,0
2024-06-25 03:45:01,8.0915,0.00288,28.9902,11.2433,0
2024-06-25 04:00:01,8.1188,0.00272,28.9832,11.241,0
2024-06-25 04:15:01,8.1275,0.00218,28.9832,11.2395,0
2024-06-25 04:30:01,8.1348,0.00399,28.9762,11.238,0
2024-06-25 04:45:01,8.135,0.00514,28.9691,11.2357,0
2024-06-25 05:00:01,8.138,0.00273,28.9691,11.2335,0
2024-06-25 05:15:01,8.1195,0.00268,28.9621,11.2327,0
2024-06-25 05:30:01,8.0999,0.00617,28.9621,11.2305,0
2024-06-25 05:45:01,8.1172,0.00539,28.9621,11.229,0
2024-06-25 06:00:01,8.1135,0.00449,28.9691,11.2267,0
2024-06-25 06:15:01,8.1271,0.00533,28.9691,11.2253,0
2024-06-25 06:30:01,8.1133,0.00473,28.9691,11.223,0
2024-06-25 06:45:01,8.1092,0.00373,28.9691,11.2215,0
2024-06-25 07:00:01,8.1214,0.00217,28.9691,11.22,0
2024-06-25 07:15:01,8.107,0.00227,28.9762,11.2185,0
2024-06-25 07:30:01,8.0968,0.0034,28.9762,11.217,0
2024-06-25 07:45:01,8.0951,0.00285,28.9832,11.2148,0
2024-06-25 08:00:01,8.1005,0.00085,28.9832,11.2133,0
2024-06-25 08:15:01,8.1032,0.00575,28.9832,11.2118,0
2024-06-25 08:30:01,8.1146,0.00886,28.9832,11.2095,0
2024-06-25 08:45:01,8.1071,0.00211,28.9832,11.2088,0
2024-06-25 09:00:01,8.1125,0.00632,28.9832,11.2065,0
2024-06-25 09:15:01,8.1162,0.00464,28.9902,11.205,0
2024-06-25 09:30:01,8.1117,0.00255,29.0042,11.2028,0
2024-06-25 09:45:01,8.1088,0.00267,29.0042,11.202,0
2024-06-25 10:00:01,8.0932,0.0061,29.0182,11.1998,0
2024-06-25 10:15:01,8.1267,0.00252,29.0182,11.1983,0
2024-06-25 10:30:01,8.1246,0.00267,29.0252,11.1968,0
2024-06-25 10:45:01,8.119,0.00193,29.0252,11.1953,0
2024-06-25 11:00:01,8.1176,0.00409,29.0322,11.1938,0
2024-06-25 11:15:01,8.1013,0.00105,29.0322,11.1923,0
2024-06-25 11:30:01,8.0771,0.00322,29.0392,11.1908,0
2024-06-25 11:45:01,8.0782,0.002,29.0392,11.1885,0
2024-06-25 12:00:01,8.0901,0.00382,29.0463,11.187,0
2024-06-25 12:15:01,8.0897,0.00375,29.0463,11.1855,0
2024-06-25 12:30:01,8.0832,0.00385,29.0463,11.184,0
2024-06-25 12:45:01,8.0641,0.00215,29.0533,11.1825,0
2024-06-25 13:00:01,8.0576,0.00794,29.0533,11.181,0
2024-06-25 13:15:01,8.071,0.0033,29.0533,11.1788,0
2024-06-25 13:30:01,8.091,0.00221,29.0533,11.1773,0
2024-06-25 13:45:01,8.0607,0.00391,29.0533,11.1758,0
2024-06-25 14:00:01,8.0694,0.00748,29.0603,11.1743,0
2024-06-25 14:15:01,8.0683,0.00421,29.0603,11.1728,0
2024-06-25 14:30:01,8.075,0.00298,29.0673,11.1713,0
2024-06-25 14:45:01,8.0751,0.00302,29.0673,11.1698,0
2024-06-25 15:00:01,8.0715,0.00455,29.0743,11.1683,0
2024-06-25 15:15:01,8.0896,0.00327,29.0743,11.1668,0
2024-06-25 15:30:01,8.0753,0.00437,29.0743,11.1653,0
2024-06-25 15:45:01,8.0996,0.0025,29.0743,11.1638,0
2024-06-25 16:00:01,8.0804,0.00215,29.0884,11.1623,0
2024-06-25 16:15:01,8.1122,0.001,29.0954,11.1608,0
2024-06-25 16:30:01,8.0921,0.00363,29.1094,11.1593,0
2024-06-25 16:45:01,8.0815,0.00495,29.1094,11.1578,0
2024-06-25 17:00:01,8.0778,0.00142,29.1024,11.1563,0
2024-06-25 17:15:01,8.0698,0.00079,29.0954,11.1555,0
2024-06-25 17:30:01,8.0923,0.00343,29.0884,11.154,0
2024-06-25 17:45:01,8.0795,0.00528,29.0884,11.1525,0
2024-06-25 18:00:01,8.0809,0.0021,29.0533,11.151,0
2024-06-25 18:15:01,8.0831,0.00342,29.0322,11.1495,0
2024-06-25 18:30:01,8.0944,0.00282,29.0392,11.148,0
2024-06-25 18:45:01,8.0964,0.0056,29.0533,11.1465,0
2024-06-25 19:00:01,8.1406,0.00714,29.0743,11.145,0
2024-06-25 19:15:01,8.1544,0.0041,29.0884,11.1435,0
2024-06-25 19:30:01,8.1331,0.00344,29.1094,11.142,0
2024-06-25 19:45:01,8.1133,0.00263,29.1516,11.1405,0
2024-06-25 20:00:01,8.1316,0.00762,29.1586,11.1397,0
2024-06-25 20:15:01,8.1187,0.00489,29.2079,11.1375,0
2024-06-25 20:30:01,8.1399,0.00464,29.2149,11.1367,0
2024-06-25 20:45:01,8.1277,0.00112,29.222,11.1352,0
2024-06-25 21:00:01,8.1064,0.00152,29.2642,11.1337,0
2024-06-25 21:15:01,8.1259,0.00439,29.2501,11.1323,0
2024-06-25 21:30:01,8.1435,0.00653,29.236,11.1308,0
2024-06-25 21:45:01,8.154,0.00297,29.236,11.13,0
2024-06-25 22:00:01,8.1587,0.00596,29.2431,11.1285,0
2024-06-25 22:15:01,8.1664,0.00287,29.2501,11.127,0
2024-06-25 22:30:01,8.1713,0.01191,29.2642,11.1255,0
2024-06-25 22:45:01,8.1751,0.00569,29.2713,11.124,0
2024-06-25 23:00:01,8.1454,0.00366,29.2853,11.1233,0
2024-06-25 23:15:01,8.1402,0.00443,29.2924,11.1218,0
2024-06-25 23:30:01,8.1413,0.00699,29.3065,11.1203,0
2024-06-25 23:45:01,8.1082,0.00263,29.2994,11.1188,0
2024-06-26 00:00:01,8.0981,0.00905,29.3065,11.118,0
2024-06-26 00:15:01,8.0956,0.00132,29.3065,11.1165,0
2024-06-26 00:30:01,8.1074,0.00405,29.3065,11.115,0
2024-06-26 00:45:01,8.0839,0.00248,29.3135,11.1143,0
2024-06-26 01:00:01,8.0816,0.00725,29.3135,11.1128,0
2024-06-26 01:15:01,8.1056,0.00584,29.3135,11.1113,0
2024-06-26 01:30:01,8.0845,0.00876,29.3135,11.1105,0
2024-06-26 01:45:01,8.1017,0.00452,29.3206,11.109,0
2024-06-26 02:00:01,8.0837,0.00209,29.3276,11.1075,0
2024-06-26 02:15:01,8.0725,0.0057,29.3276,11.1068,0
2024-06-26 02:30:01,8.0855,0.00626,29.3347,11.1053,0
2024-06-26 02:45:01,8.0955,0.00405,29.3418,11.1038,0
2024-06-26 03:00:01,8.0689,0.00172,29.3418,11.1023,0
2024-06-26 03:15:01,8.0577,0.00318,29.3347,11.1015,0
2024-06-26 03:30:01,8.0617,0.00449,29.3206,11.1,0
2024-06-26 03:45:01,8.0479,0.00185,29.2572,11.0985,0
2024-06-26 04:00:01,8.0852,0.00302,29.1586,11.097,0
2024-06-26 04:15:01,8.0743,0.00514,29.1446,11.0955,0
2024-06-26 04:30:01,8.0971,0.00253,29.1235,11.0947,0
2024-06-26 04:45:01,8.1386,0.00187,29.1165,11.0932,0
2024-06-26 05:00:01,8.1294,0.00213,29.1024,11.0917,0
2024-06-26 05:15:01,8.1569,0.00424,29.1024,11.0902,0
2024-06-26 05:30:01,8.1463,0.00455,29.0954,11.0887,0
2024-06-26 05:45:01,8.1419,0.00422,29.0884,11.0872,0
2024-06-26 06:00:01,8.1354,0.00506,29.0884,11.0858,0
2024-06-26 06:15:01,8.1388,0.00512,29.0814,11.0843,0
2024-06-26 06:30:01,8.1333,0.00443,29.0884,11.0835,0
2024-06-26 06:45:01,8.1356,0.00448,29.0814,11.082,0
2024-06-26 07:00:01,8.1432,0.00506,29.0814,11.0805,0
2024-06-26 07:15:01,8.1313,0.00397,29.0743,11.079,0
2024-06-26 07:30:01,8.1224,0.0031,29.0743,11.0775,0
2024-06-26 07:45:01,8.1141,0.00572,29.0743,11.0768,0
2024-06-26 08:00:01,8.1311,0.00378,29.0814,11.076,0
2024-06-26 08:15:01,8.1042,0.00285,29.0884,11.0745,0
2024-06-26 08:30:01,8.1261,0.00236,29.0954,11.073,0
2024-06-26 08:45:01,8.116,0.00364,29.1165,11.0723,0
2024-06-26 09:00:01,8.1005,0.00139,29.1165,11.0708,0
2024-06-26 09:15:01,8.1234,0.00408,29.1165,11.07,0
2024-06-26 09:30:01,8.1338,0.00541,29.1235,11.0685,0
2024-06-26 09:45:01,8.1291,0.00447,29.1235,11.067,0
2024-06-26 10:00:01,8.1248,0.00659,29.1305,11.0663,0
2024-06-26 10:15:01,8.1058,0.00332,29.1305,11.0648,0
2024-06-26 10:30:01,8.1192,0.00737,29.1305,11.064,0
2024-06-26 10:45:01,8.1076,0.0042,29.1235,11.0625,0
2024-06-26 11:00:01,8.0991,0.00622,29.0954,11.061,0
2024-06-26 11:15:01,8.1181,0.01047,29.1094,11.0595,0
2024-06-26 11:30:01,8.0712,0.00265,29.0884,11.0588,0
2024-06-26 11:45:01,8.0931,0.00645,29.0814,11.058,0
2024-06-26 12:00:01,8.0724,0.00325,29.0884,11.0565,0
2024-06-26 12:15:01,8.068,0.00326,29.0954,11.055,0
2024-06-26 12:30:01,8.082,0.00604,29.1094,11.0535,0
2024-06-26 12:45:01,8.0827,0.00184,29.1375,11.0528,0
2024-06-26 13:00:01,8.1002,0.0038,29.1516,11.0513,0
2024-06-26 13:15:01,8.0553,0.00276,29.1586,11.0505,0
2024-06-26 13:30:01,8.0741,0.00283,29.1657,11.049,0
2024-06-26 13:45:01,8.069,0.00293,29.1727,11.0475,0
2024-06-26 14:00:01,8.0767,0.00271,29.1797,11.0467,0
2024-06-26 14:15:01,8.0789,0.00229,29.1868,11.046,0
2024-06-26 14:30:01,8.0533,0.00248,29.1868,11.0445,0
2024-06-26 14:45:01,8.0669,0.00305,29.1938,11.0437,0
2024-06-26 15:00:01,8.0965,0.00159,29.2008,11.0422,0
2024-06-26 15:15:01,8.0754,0.00476,29.2149,11.0407,0
2024-06-26 15:30:01,8.0768,0.00216,29.222,11.04,0
2024-06-26 15:45:01,8.0608,0.00278,29.229,11.0385,0
2024-06-26 16:00:01,8.111,0.00289,29.2431,11.037,0
2024-06-26 16:15:01,8.0944,0.00413,29.2501,11.0355,0
2024-06-26 16:30:01,8.0981,0.00278,29.2501,11.0348,0
2024-06-26 16:45:01,8.078,0.00347,29.2572,11.034,0
2024-06-26 17:00:01,8.1077,0.00319,29.2642,11.0318,0
2024-06-26 17:15:01,8.0784,0.00689,29.2642,11.0318,0
2024-06-26 17:30:01,8.0841,0.00344,29.2642,11.0303,0
2024-06-26 17:45:01,8.0964,0.00568,29.2572,11.0288,0
2024-06-26 18:00:01,8.0907,0.00452,29.2642,11.028,0
2024-06-26 18:15:01,8.1211,0.00396,29.2642,11.0265,0
2024-06-26 18:30:01,8.1225,0.00468,29.2572,11.025,0
2024-06-26 18:45:01,8.1611,0.00203,29.2713,11.0235,0
2024-06-26 19:00:01,8.1467,0.00099,29.2572,11.022,0
2024-06-26 19:15:01,8.1647,0.00365,29.2642,11.0213,0
2024-06-26 19:30:01,8.1639,0.00381,29.2501,11.0198,0
2024-06-26 19:45:01,8.1813,0.00279,29.2501,11.0183,0
2024-06-26 20:00:01,8.1616,0.0066,29.2572,11.0168,0
2024-06-26 20:15:01,8.1524,0.00317,29.2501,11.0153,0
2024-06-26 20:30:01,8.1617,0.00694,29.2431,11.0138,0
2024-06-26 20:45:01,8.1793,0.00347,29.229,11.0123,0
2024-06-26 21:00:01,8.1692,0.00588,29.236,11.0108,0
2024-06-26 21:15:01,8.1485,0.00406,29.2431,11.0093,0
2024-06-26 21:30:01,8.1536,0.00461,29.2501,11.0078,0
2024-06-26 21:45:01,8.1698,0.00738,29.2713,11.0055,0
2024-06-26 22:00:01,8.1655,0.00355,29.3347,11.004,0
2024-06-26 22:15:01,8.1666,0.00715,29.3912,11.0033,0
2024-06-26 22:30:01,8.173,0.00499,29.3629,11.0017,0
2024-06-26 22:45:01,8.1805,0.00515,29.3629,10.9995,0
2024-06-26 23:00:01,8.1604,0.00288,29.3982,10.9987,0
2024-06-26 23:15:01,8.152,0.00645,29.4336,10.9965,0
2024-06-26 23:30:01,8.1539,0.00352,29.4265,10.995,0
2024-06-26 23:45:01,8.1599,0.00225,29.4194,10.9935,0
2024-06-27 00:00:01,8.165,0.00852,29.3982,10.992,0
2024-06-27 00:15:01,8.1606,0.00549,29.3841,10.9905,0
2024-06-27 00:30:01,8.1785,0.00986,29.377,10.9883,0
2024-06-27 00:45:01,8.1739,0.00259,29.37,10.9868,0
2024-06-27 01:00:01,8.1141,0.0034,29.3629,10.9845,0
2024-06-27 01:15:01,8.1098,0.00586,29.3559,10.9823,0
2024-06-27 01:30:01,8.0863,0.0052,29.3418,10.9808,0
2024-06-27 01:45:01,8.1153,0.00694,29.3418,10.9785,0
2024-06-27 02:00:01,8.0968,0.00524,29.3418,10.9763,0
2024-06-27 02:15:01,8.1076,0.00331,29.3488,10.974,0
2024-06-27 02:30:01,8.0899,0.00682,29.3559,10.9718,0
2024-06-27 02:45:01,8.09,0.00314,29.37,10.9688,0
2024-06-27 03:00:01,8.0936,0.00337,29.3912,10.9673,0
2024-06-27 03:15:01,8.0883,0.00189,29.4124,10.9643,0
2024-06-27 03:30:01,8.1057,0.00409,29.4265,10.9628,0
2024-06-27 03:45:01,8.1057,0.00327,29.4336,10.9598,0
2024-06-27 04:00:01,8.0779,0.00234,29.4477,10.9575,0
2024-06-27 04:15:01,8.0739,0.00586,29.4618,10.9545,0
2024-06-27 04:30:01,8.0757,0.00447,29.4689,10.9522,0
2024-06-27 04:45:01,8.071,0.00437,29.4689,10.95,0
2024-06-27 05:00:01,8.097,0.00327,29.4689,10.947,0
2024-06-27 05:15:01,8.0744,0.00433,29.3912,10.9433,0
2024-06-27 05:30:01,8.0819,0.00234,29.3347,10.9395,0
2024-06-27 05:45:01,8.1541,0.00353,29.3418,10.9365,0
2024-06-27 06:00:01,8.1671,0.00328,29.3488,10.9328,0
2024-06-27 06:15:01,8.1554,0.00334,29.3559,10.929,0
2024-06-27 06:30:01,8.1547,0.00308,29.3488,10.926,0
2024-06-27 06:45:01,8.1511,0.00545,29.3347,10.9208,0
2024-06-27 07:00:01,8.1553,0.00954,29.3135,10.9163,0
2024-06-27 07:15:01,8.1475,0.00324,29.3206,10.9118,0
2024-06-27 07:30:01,8.1437,0.00142,29.3065,10.9072,0
2024-06-27 07:45:01,8.1474,0.00457,29.3065,10.9027,0
2024-06-27 08:00:01,8.1569,0.01398,29.3065,10.8983,0
2024-06-27 08:15:01,8.1445,0.00597,29.2994,10.8923,0
2024-06-27 08:30:01,8.1416,0.00321,29.3065,10.8885,0
2024-06-27 08:45:01,8.1309,0.00359,29.3065,10.884,0
2024-06-27 09:00:01,8.1303,0.00826,29.2924,10.8795,0
2024-06-27 09:15:01,8.143,0.00602,29.2924,10.875,0
2024-06-27 09:30:01,8.1369,0.00333,29.2853,10.8713,0
2024-06-27 09:45:01,8.1371,0.00814,29.2994,10.866,0
2024-06-27 10:00:01,8.1277,0.00734,29.3065,10.8607,0
2024-06-27 10:15:01,8.1389,0.00767,29.3065,10.857,0
2024-06-27 10:30:01,8.1279,0.00544,29.3135,10.8517,0
2024-06-27 10:45:01,8.1301,0.00484,29.3135,10.8458,0
2024-06-27 11:00:01,8.0333,0.00665,29.3347,10.6913,0